order_id,sku_id,product_name,final_ak_price,units_sold,quantity,customer_id,placed_gmv,Order_Date
130169,627b78c26d,Lux Soft Glow Rose & Vitamin E Soap 4U X 75g,69,36,2,4243,4968,2022-05-12 09:52:03
130169,627b77616d,Lifebuoy Silver Shield Soap 4U X 75g,55.3,36,2,4243,3981.6,2022-05-12 09:52:03
130169,617fdf528a,Ezee Brite Combo Pack with Scrub Pad 7.5 X 7.5 cm + Stain Cutter 15 gm,12.5,72,1,4243,900,2022-05-12 09:52:03
130169,61ea523b1b,Surf Excel Easy Wash Detergent Powder 3kg,311.86,6,1,4243,1871.16,2022-05-12 09:52:03
119042,6110d72cf9,Keo Karpin Hair Oil 100ml,45.36,10,1,104034,453.6,2022-05-04 15:15:25
119042,61822f25e8,Liril Lemon & Tea Tree Oil Soap 75g,22.53,6,1,104034,135.18,2022-05-04 15:15:25
148689,60c6ec6127,Colgate Super Flexi Toothbrush 11U +2U Free,10.71,99,1,40949,1060.29,2022-06-03 18:54:13
148689,60f1319034,Pond's Bright Beauty Spotless Glow Cream 23g,67.08,24,1,40949,1609.92,2022-06-03 18:54:13
137552,61bc8e8e37,Dettol Original Cool With Crispy Menthol Soap Bar 40g,8.82,90,1,30197,793.8,2022-05-21 14:38:50
137552,5f7c88bf14,Garnier Color Naturals Crème Hair Color Shade 3.0 Brown Black 20ml+20ml,30.23,40,1,30197,1209.2,2022-05-21 14:38:50
137552,5f89a30c3a,"Garnier Color Naturals Crème hair color, Shade 1 Natural Black 20ml+20ml",32,40,1,30197,1280,2022-05-21 14:38:50
137552,5f841d0d9e,Johnson's Baby Powder 100g,68.02,18,1,30197,1224.36,2022-05-21 14:38:50
137552,60378351ae,Johnson's Baby Powder 50g,34.77,18,2,30197,1251.72,2022-05-21 14:38:50
137552,61ea9b8db9,Johnson's Baby Powder 200g,120.38,18,1,30197,2166.84,2022-05-21 14:38:50
137552,60686b7df8,Johnson's Baby Soap 75g,47.08,18,1,30197,847.44,2022-05-21 14:38:50
137552,5f84273389,Johnson's Baby Shampoo 100ml,78.32,18,1,30197,1409.76,2022-05-21 14:38:50
137552,61769ed690,Dabur Meswak  Family Pack 300 g,107.51,18,1,30197,1935.18,2022-05-21 14:38:50
149426,617157b7a2,Figaro Olive Oil 500ml,488,6,1,27318,2928,2022-06-04 18:12:43
149426,61337bfebc,Dabur Honey 1kg,348.26,6,1,27318,2089.56,2022-06-04 18:12:43
149426,6024c78138,Parachute Coconut Oil 175ml,63.26,18,5,27318,5693.4,2022-06-04 18:12:43
149426,6107c6928b,Sunsilk Lusciously Thick & Long Shampoo 360ml,209.62,18,1,27318,3773.16,2022-06-04 18:12:43
149426,10b11e3379,Malabar Coconut Hair Oil 200ml,39,36,1,27318,1404,2022-06-04 18:12:43
149426,61021fdb38,Patanjali's Saundarya Aloe Vera Gel 60ml,38.52,18,2,27318,1386.72,2022-06-04 18:12:43
128575,5fa93040c2,Himalaya Purifying Neem Facewash 50ml,49.43,18,1,14156,889.74,2022-05-10 08:44:35
128575,60eed7e2a2,Patanjali's Saundarya Aloe Vera Gel 150ml,76.78,24,1,14156,1842.72,2022-05-10 08:44:35
128575,6107968954,Livon Anti-Frizz Hair Serum 50ml,109.08,18,1,14156,1963.44,2022-05-10 08:44:35
128575,622497ab6c,"Whisper Choice Ultra Sanitary Pads - With Disposal Bags , XL, 6 Pads",33.5,36,2,14156,2412,2022-05-10 08:44:35
128575,60686eeef8,Dermi Cool Prickly Heat Powder 150g + Dettol Cool Menthol 125g Free,94.6,12,1,14156,1135.2,2022-05-10 08:44:35
128575,6145ea1feb,Livon Anti-Frizz Hair Serum 20ml,54,24,1,14156,1296,2022-05-10 08:44:35
153644,61eaeec71b,Brooke Bond Red Label Natural Care Tea 1kg,449,12,1,43567,5388,2022-06-10 11:59:46
153347,619f2e47e1,Clinic Plus Strong & Long Sachet 960X6ml,712,1,7,10322,4984,2022-06-09 22:34:14
153347,61fcd069a7,Dabur Amla Hair Oil 45ml + 25ml Free,17.08,18,1,10322,307.44,2022-06-09 22:34:14
153347,60d579ebc0,Dabur Amla Hair Oil 90ml + 20ml,40.79,18,1,10322,734.22,2022-06-09 22:34:14
153347,6098bf48c7,Glucon D Instant Energy Drink Tangy Orange 450g Refill,128.31,12,2,10322,3079.44,2022-06-09 22:34:14
153347,5fad9e2e58,Dettol Original Bathing Soap 40g,8.9,300,1,10322,2670,2022-06-09 22:34:14
153347,5fa93040c2,Himalaya Purifying Neem Facewash 50ml,51,18,1,10322,918,2022-06-09 22:34:14
153347,617249e84a,Haridarshan Sai Rose Agarbatti Zipper Pack 160g,44.1,16,1,10322,705.6,2022-06-09 22:34:14
153347,61a606e3e6,Lifebuoy Total 10 Silver Natural Shield 4U X 125g,127,18,1,10322,2286,2022-06-09 22:34:14
146602,60c6ec6127,Colgate Super Flexi Toothbrush 11U +2U Free,10.71,99,1,14171,1060.29,2022-05-31 21:04:45
146602,6272a7408e,Dermi Cool Prickly Heat Powder Soothing Lavender 90g + Menthol Soap 75g Free (Exp. Jan'23),50,24,1,14171,1200,2022-05-31 21:04:45
146602,2160b84e9d,Nyle Pollution Shield Shampoo 400ml,120.95,6,1,14171,725.7,2022-05-31 21:04:45
146602,626cf940d1,Fogg Real Man Thrill Deodrant 200ml,155.48,16,1,14171,2487.68,2022-05-31 21:04:45
118590,626cf092d1,Himalaya Herbals Complete Care Toothpaste 80g,37.4,30,1,92619,1122,2022-05-03 22:52:53
118590,618a18bcc7,Himalaya Sparkling White Toothpaste 80g,44.07,18,2,92619,1586.52,2022-05-03 22:52:53
118590,6030975915,Closeup Everfresh+ Anti-Germ Gel Toothpaste 150g,75.42,36,1,92619,2715.12,2022-05-03 22:52:53
118590,5fbe5cbb6f,Pantene Advanced Anti Hair Fall Solution Shampoo 180ml,97.89,18,1,92619,1762.02,2022-05-03 22:52:53
118590,614f07280c,Stanfresh Air Freshener Fresh Apple 250ml,74.5,12,1,92619,894,2022-05-03 22:52:53
118590,d6a8fb614b,Helios Liquid Shoe Polish For Smooth Leather Black 80ml,65.7,18,1,92619,1182.6,2022-05-03 22:52:53
118590,603ce531f5,Fogg Dynamic Fragrance Body Spray 150ml,137.5,24,2,92619,6600,2022-05-03 22:52:53
118590,603ce42aae,Fogg Absolute Fragrance Body Spray 150ml,137.5,24,2,92619,6600,2022-05-03 22:52:53
118590,603ce30bf5,Fogg Extreme Fragrance Body Spray 150ml,137.5,24,2,92619,6600,2022-05-03 22:52:53
139367,65c8655b91,Bambino Roasted Dalia 500g,37,15,1,113277,555,2022-05-23 22:09:08
139367,62235e3c4b,SPG Swaad Sooji 500g,22,18,1,113277,396,2022-05-23 22:09:08
153895,6007f7a5eb,Tata Tea Premium India ki Chai 1kg,345,15,1,31121,5175,2022-06-10 15:08:34
158786,60ee93d69b,Hair & Care Aloe Vera Hair Oil 200ml,102,12,1,93872,1224,2022-06-16 19:05:17
158786,60f14c4e34,Nihar Shanti Amla Hair Oil 140ml,31,18,1,93872,558,2022-06-16 19:05:17
158786,6173ce3b30,Head & Shoulders Anti Dandruff Hairfall Shampoo 72ml,55.6,18,1,93872,1000.8,2022-06-16 19:05:17
158923,60fea92e32,L'Oreal Paris Total Repair Shampoo 396ml,229,24,1,123922,5496,2022-06-16 22:10:51
158923,62035966a7,Pond's Bright Beauty Spot less Fairness SPF 15 PA ++ Serum Cream 35g,105.61,18,1,123922,1900.98,2022-06-16 22:10:51
158923,60d2c4536c,Dabur Red Paste 300g + Toothbrush Worth Rs 21/- Free,120.7,24,1,123922,2896.8,2022-06-16 22:10:51
141306,61fcd069a7,Dabur Amla Hair Oil 45ml + 25ml Free,17.08,18,2,106848,614.88,2022-05-26 02:31:13
141306,624d8b7916,Saffola Masala Oats Peppy Tomato 38g,12.73,60,1,106848,763.8,2022-05-26 02:31:13
141306,eebdcc7586,Unibic Rich Chocolate Wafer Biscuits 30g,8.5,72,1,106848,612,2022-05-26 02:31:13
141306,2c23188a0d,Unibic Cashew Almond Cookies 32g,4.2,144,1,106848,604.8,2022-05-26 02:31:13
118325,605369d844,Sofy Bodyfit XL Sanitary Pads 6U,29.25,24,7,66426,4914,2022-05-03 14:08:18
118325,6031046489,"Whisper Sanitary Pads - Ultra Clean XL+ , 7 Pads",64.26,18,2,66426,2313.36,2022-05-03 14:08:18
118325,60feae9632,Patanjali Saundarya Face Wash 100g,72.9,18,1,66426,1312.2,2022-05-03 14:08:18
118325,626d0443d1,Axe Signature Mysterious Tropical Green Ticket Body Deodorant 17ml,48.95,24,1,66426,1174.8,2022-05-03 14:08:18
118325,626d01b3d1,Axe Signature Gold Temptation Ticket Body Deodorant 17ml,48.95,24,1,66426,1174.8,2022-05-03 14:08:18
118325,61fbef02b7,Glow & Lovely Facewash 12U + 1U Free x 20g,19.26,36,1,66426,693.36,2022-05-03 14:08:18
118288,60b9b9cf00,Lakme Blush & Glow Strawberry Freshness Gel Facewash 100g,164.5,24,1,39208,3948,2022-05-03 12:57:58
118288,60e2ba4d1d,Lotus Herbals Skin Whitening and Brightening Gel Creme 18g,76.23,10,1,39208,762.3,2022-05-03 12:57:58
118556,620dfe50a7,Garnier Men Turbobright 2 in 1 Brightening Facewash 50g,68.86,18,1,28291,1239.48,2022-05-03 21:23:52
118556,60a3b5ab98,Rin Ala Bleach 500 ml,66.27,24,1,28291,1590.48,2022-05-03 21:23:52
118556,619f2e47e1,Clinic Plus Strong & Long Sachet 960U X 6ml,714,1,10,28291,7140,2022-05-03 21:23:52
118556,61822f25e8,Liril Lemon & Tea Tree Oil Soap 75g,21.72,24,3,28291,1563.84,2022-05-03 21:23:52
160999,623acf6250,Everyuth Naturals Exfoliating Walnut Scrub 100g,100.8,12,1,8083,1209.6,2022-06-19 17:51:10
160999,623c39ef6e,Pril Perfect Lime Grease Fighter Active 750ml,152.57,12,1,8083,1830.84,2022-06-19 17:51:10
158230,1d6c440176,Neeta Mehendi Cone Box 12U,60,8,2,114045,960,2022-06-16 10:46:44
158230,1d6c440176,Neeta Mehendi Cone Box 12U,60,30,2,114045,3600,2022-06-16 10:46:44
158230,61fcd069a7,Dabur Amla Hair Oil 45ml + 25ml Free,17.08,18,1,114045,307.44,2022-06-16 10:46:44
158230,b7ac791423,Nisha Avocado and Brahmi Oils Shampoo 650ml,151.25,9,1,114045,1361.25,2022-06-16 10:46:44
159896,61f3f6a6a7,Cadbury Oreo Original Vanilla Creme  46.3g,8.83,12,1,26191,105.96,2022-06-18 00:12:50
159896,61f3f6a6a7,Cadbury Oreo Original Vanilla Creme  46.3g,8.83,36,34,26191,10807.92,2022-06-18 00:12:50
159896,60ffcfd3c4,Set Wet Styling Gel Gravity Resist Vertical Hold 10ml,7.96,96,1,26191,764.16,2022-06-18 00:12:50
159896,60c49a7b27,Parle Mango Bite Candy 195g,36,12,1,26191,432,2022-06-18 00:12:50
139608,6177890d90,Surf Excel Easy Wash Detergent Powder 80g,8.59,120,4,113527,4123.2,2022-05-24 10:39:08
146286,60eed7e2a2,Patanjali's Saundarya Aloe Vera Gel 150ml,76.78,24,1,85882,1842.72,2022-05-31 14:57:28
146286,60feae9632,Patanjali Saundarya Face Wash 100g,72.9,18,1,85882,1312.2,2022-05-31 14:57:28
146286,6089807319,Patanjali Saundarya Face Wash 60ml,48.6,18,1,85882,874.8,2022-05-31 14:57:28
157055,6171aa9f4a,Lux International Creamy Perfection Mega Pack 4U X 125g,234.75,18,1,120168,4225.5,2022-06-14 17:37:24
144531,62035966a7,Pond's Bright Beauty Spot less Fairness SPF 15 PA ++ Serum Cream 35g,105.61,18,10,10601,19009.8,2022-05-29 13:49:49
152486,6149d9057a,Parle Orange Bite Candy 195g,35,24,1,117205,840,2022-06-08 23:26:50
152486,60c49a7b27,Parle Mango Bite Candy 195g,35,24,1,117205,840,2022-06-08 23:26:50
152486,5f84535c89,Parle Mazelo Assorted Toffee 198g,35,24,1,117205,840,2022-06-08 23:26:50
119475,61af60fc08,Lakme Peach Milk Light Weight Moisturiser 120ml,155.53,18,1,96176,2799.54,2022-05-05 08:46:58
119475,618e68300e,Pears Pure And Gentle Soap Bar 4U X 75g,135.1,18,2,96176,4863.6,2022-05-05 08:46:58
119475,62653e7e56,Dove Cream Beauty Bathing Bar Set 3U X 75g,119.69,18,2,96176,4308.84,2022-05-05 08:46:58
119475,60e2bbfa1d,Nihar Shanti Amla Hair Oil 240ml,57.27,12,6,96176,4123.44,2022-05-05 08:46:58
119475,60d95e6dc0,Nihar Shanti Amla Hair Oil 75ml,16.41,36,20,96176,11815.2,2022-05-05 08:46:58
119475,6145ea1feb,Livon Anti-Frizz Hair Serum 20ml,54,24,3,96176,3888,2022-05-05 08:46:58
119475,60dd2b0e45,Bajaj Almond Drops Hair Oil 95ml,60.83,40,1,96176,2433.2,2022-05-05 08:46:58
119475,60feb937c4,Stayfree Secure Cottony Wings Regular 20U,75.24,24,1,96176,1805.76,2022-05-05 08:46:58
119475,5f89ae913a,Patanjali Dant Kanti Dental Cream Natural 100g,44.29,36,1,96176,1594.44,2022-05-05 08:46:58
119475,6030975915,Closeup Everfresh + Germ Gel Red Hot Toothpaste 150g,75.42,36,2,96176,5430.24,2022-05-05 08:46:58
160320,61db252ecb,Hair & Care Aloe Vera Hair Oil 500ml,218.29,5,1,55832,1091.45,2022-06-18 15:09:52
119514,619a8b81ac,Dukes Waffy Strawberry 60g,22.5,24,1,104211,540,2022-05-05 10:14:34
119514,619a8d8c0e,Dukes Waffy Pineapple 60g,22.5,24,1,104211,540,2022-05-05 10:14:34
119514,619a8ac10e,Dukes Waffy Orange 60g,22.5,24,1,104211,540,2022-05-05 10:14:34
119514,619a88daac,Dukes Cream 4 Fun Biscuits Chocolate 150g,26.25,18,1,104211,472.5,2022-05-05 10:14:34
119514,619a8c28ac,Dukes Waffy Chocolate 60g,22.5,24,1,104211,540,2022-05-05 10:14:34
119514,61f3f6a6a7,Cadbury Oreo Original Vanilla Creme  46.3g,9.16,12,1,104211,109.92,2022-05-05 10:14:34
144626,6232e7c550,Glucon-D Instant Energy Health Drink Regular Jar 450g Free 50g,89.72,6,1,118629,538.32,2022-05-29 15:16:51
154476,619f2e47e1,Clinic Plus Strong & Long Sachet 960X6ml,712,1,1,17615,712,2022-06-11 11:26:05
133648,60c49b50a6,Parle Assorted Candies 195g  (Mango Bite + Orange Bite),36,12,1,106050,432,2022-05-16 22:47:26
133648,626bdb5fb5,Glow & Lovely Ayurvedic Care Natural Glow Cream 25g,68.6,12,1,106050,823.2,2022-05-16 22:47:26
133648,625a56a948,Glucon-D Instant Energy Health Drink Regular Refill 200g Free 50g,45.44,18,1,106050,817.92,2022-05-16 22:47:26
133648,6232ef8150,Glucon D Instant Energy Health Drink Nimbu Pani 200g,54.97,36,1,106050,1978.92,2022-05-16 22:47:26
133648,62035966a7,Pond's Bright Beauty Spot less Fairness SPF 15 PA ++ Serum Cream 35g,107.52,12,1,106050,1290.24,2022-05-16 22:47:26
133648,60feb388c4,Lakme Blush & Glow Strawberry Freshness Gel Face Wash 50g,93.15,12,1,106050,1117.8,2022-05-16 22:47:26
133648,60a3b5ab98,Rin Ala Bleach 500 ml,68.72,6,1,106050,412.32,2022-05-16 22:47:26
133648,607d7cc186,Pond's Pure Detox Anti-Pollution Purity Facewash 100g,164.01,8,1,106050,1312.08,2022-05-16 22:47:26
117738,6224aa296c,Pass Pass Pulse Kachcha Aam With Tangy Taste 668 g,132.68,20,1,28741,2653.6,2022-05-02 15:17:34
156117,616da3dd4a,Hershey's Syrup Genuine Chocolate Flavor 640g,172.21,8,3,125477,4133.04,2022-06-13 15:41:30
156117,60c494c227,Parle Hide and Seek Biscuit Chocolate Chip Cookies 100g,22.5,24,10,125477,5400,2022-06-13 15:41:30
156117,60e6f4a67f,Hershey's Syrup Chocolate 623g,159.5,24,1,125477,3828,2022-06-13 15:41:30
157555,603ce30bf5,Fogg Extreme Fragrance Body Spray 150ml,125,24,1,121571,3000,2022-06-15 11:27:15
157555,619f63f527,Keo Karpin Hair Oil 200ml,87.47,18,1,121571,1574.46,2022-06-15 11:27:15
157555,5f84665b9e,Fem Fairness Naturals Saffron Skin Bleach 40g,43.1,8,1,121571,344.8,2022-06-15 11:27:15
141061,6173ce3b30,Head & Shoulders Anti Dandruff Hairfall Shampoo 72ml,57,6,2,93872,684,2022-05-25 17:02:58
127247,6219ae2297,Tops Red Chilli Sauce 650g,51.1,6,2,17761,613.2,2022-05-08 13:01:49
127247,61fbebb5b7,Rex Baking Powder 100g,21.31,6,2,17761,255.72,2022-05-08 13:01:49
127247,61fba097a7,Kissan Chotu Fresh Tomato Ketchup 130g,13.8,30,1,17761,414,2022-05-08 13:01:49
127247,60d95e6dc0,Nihar Shanti Amla Hair Oil 75ml,16.72,12,2,17761,401.28,2022-05-08 13:01:49
127247,622854da66,Navratna Extra Thanda Ayurvedic Hair Oil 2.5ml,0.68,240,2,17761,326.4,2022-05-08 13:01:49
127247,622854da66,Navratna Extra Thanda Ayurvedic Hair Oil 2.5ml,0.68,480,1,17761,326.4,2022-05-08 13:01:49
127247,622854da66,Navratna Extra Thanda Ayurvedic Hair Oil 2.5ml,0.68,720,1,17761,489.6,2022-05-08 13:01:49
127247,626b87a1b5,Navratna Cool Ayurvedic Hair Oil 2.7ml,0.9,384,1,17761,345.6,2022-05-08 13:01:49
127247,537334f607,Pota Jee Punjabi Tadka 325g,91.2,6,1,17761,547.2,2022-05-08 13:01:49
127247,74d02f0196,Unibic Hazelnut Cookies 33g,4.3,48,1,17761,206.4,2022-05-08 13:01:49
162421,6229bb5266,Margo Original Neem Soap 45g,8.24,36,2,129233,593.28,2022-06-21 13:38:57
144398,603ce42aae,Fogg Absolute Fragrance Body Spray 150ml,125,12,2,97137,3000,2022-05-29 12:14:43
144398,60d1f1876c,Bambino Roasted Vermicelli 425g,44,18,1,97137,792,2022-05-29 12:14:43
144398,625a56a948,Glucon-D Instant Energy Health Drink Regular Refill 200g Free 50g,46.29,12,1,97137,555.48,2022-05-29 12:14:43
144398,6232ef8150,Glucon D Instant Energy Health Drink Nimbu Pani 200g,57.03,12,1,97137,684.36,2022-05-29 12:14:43
144398,61c70ff0ab,Harpic Disinfectant Toilet Cleaner 1L,168.22,12,2,97137,4037.28,2022-05-29 12:14:43
144398,6218a03fd8,Nissin Mazedaar Masala Cup Noodles 55g,29.75,12,2,97137,714,2022-05-29 12:14:43
144398,6163e1f4fe,Quaker Oats 400g,66.64,6,1,97137,399.84,2022-05-29 12:14:43
144398,65c8655b91,Bambino Roasted Dalia 500g,37.5,10,1,97137,375,2022-05-29 12:14:43
144398,eb17aef9cd,Streax Insta Shampoo Hair Colour Natural Black 18ml,20.75,30,2,97137,1245,2022-05-29 12:14:43
144398,61f3f6a6a7,Cadbury Oreo Original Vanilla Creme  46.3g,8.83,36,1,97137,317.88,2022-05-29 12:14:43
144398,aaff01bc4d,Tata Tea Premium Delhi ki Chai 1kg,367.08,10,1,97137,3670.8,2022-05-29 12:14:43
144398,60759593ac,Tata Tea Premium UP ki Chai 500g,196.35,6,1,97137,1178.1,2022-05-29 12:14:43
131643,6098c055c7,Dabur Red Paste 200g,94.3,12,1,29765,1131.6,2022-05-14 06:06:40
131643,5f81ad729e,Parachute Coconut Oil 100ml,37.76,16,1,29765,604.16,2022-05-14 06:06:40
131643,6145ea1feb,Livon Anti-Frizz Hair Serum 20ml,56,8,1,29765,448,2022-05-14 06:06:40
131643,61a5f50ab9,Dabur Red Paste 12U X 42g,17.82,24,1,29765,427.68,2022-05-14 06:06:40
131643,607983d886,Nycil Germ Expert Prickly Heat Powder Classic 150g + Nycil Cool Herbal 50g,97.24,20,1,29765,1944.8,2022-05-14 06:06:40
131643,605dca3f34,Nycil Germ Expert Prickly Heat Powder Cool Herbal 150g + Nycil Cool Herbal 50g,99.01,10,1,29765,990.1,2022-05-14 06:06:40
131643,60686eeef8,Dermi Cool Prickly Heat Powder 150g + Dettol Cool Menthol 125g Free,96.32,6,1,29765,577.92,2022-05-14 06:06:40
139442,61b882a837,Parle Assorted Toffee 196.75g (Melody +  Londonderry),35,24,2,98327,1680,2022-05-23 23:46:43
139442,60df1d8f3e,Parle Chatkeens Namkeen Aloo Bhujia 1kg,159.5,8,2,98327,2552,2022-05-23 23:46:43
156223,619f2e47e1,Clinic Plus Strong & Long Sachet 960X6ml,712,1,20,56355,14240,2022-06-13 17:07:25
156223,61f3f6a6a7,Cadbury Oreo Original Vanilla Creme  46.3g,8.83,36,3,56355,953.64,2022-06-13 17:07:25
156223,61eaf1991b,Cadbury Oreo Choco Creme Biscuits 46.3g,8.83,36,3,56355,953.64,2022-06-13 17:07:25
157421,2c23188a0d,Unibic Cashew Almond Cookies 32g,4.3,48,1,94787,206.4,2022-06-15 07:44:39
157421,61eaf1991b,Cadbury Oreo Choco Creme Biscuits 46.3g,8.83,36,1,94787,317.88,2022-06-15 07:44:39
163679,5ff44bcfc6,Himalaya Purifying Neem Facewash 200ml,147.42,18,1,35108,2653.56,2022-06-22 19:47:31
150162,60d1ed4ac5,Bambino Plain Vermicelli 900g,71.2,12,1,94540,854.4,2022-06-06 09:55:32
156216,5fa93040c2,Himalaya Purifying Neem Facewash 50ml,51,18,8,23306,7344,2022-06-13 17:01:32
156216,60eebc76be,Eno Sachet 60U X 5g,459.59,9,1,23306,4136.31,2022-06-13 17:01:32
156216,618dfdda0e,Kesh King Oil 50ml,67.5,21,2,23306,2835,2022-06-13 17:01:32
118362,6007f7a5eb,Tata Tea Premium India ki Chai 1kg,351,5,1,28350,1755,2022-05-03 15:07:35
118362,6007f7a5eb,Tata Tea Premium India ki Chai 1kg,351,15,3,28350,15795,2022-05-03 15:07:35
157490,b2001c84bd,Dove Deep Moisture Body Wash 250ml,97.5,6,1,110127,585,2022-06-15 10:28:03
140528,61bb23fc77,Kellogg's Corn Flakes 875g,270,6,1,30413,1620,2022-05-25 08:31:21
126419,6166d6556c,Lakme Peach Milk Soft Cream 65 g,88.24,16,1,105491,1411.84,2022-05-07 20:34:07
160576,6edb67782a,Mai Ghar Disinfectant Toilet Cleaner 500ml,42.4,30,1,14056,1272,2022-06-18 21:34:01
143249,5fd1eed981,Closeup Everfresh+ Red Hot Gel Toothpaste 48g,16.9,12,1,111902,202.8,2022-05-28 08:59:40
124726,61dc4439a4,Pure Secret Tomato Soup 40g,17.5,40,1,102569,700,2022-05-07 12:57:32
124726,61dc4571cb,Pure Secret Sweet Corn Soup 35g,17.5,40,1,102569,700,2022-05-07 12:57:32
124726,6272603a8e,Britannia NutriChoice Digestive High Fibre Biscuits Digestive 100g,20.38,24,1,102569,489.12,2022-05-07 12:57:32
124726,624d46d402,Unibic Cookies Cashew Badam 500g,67.2,18,1,102569,1209.6,2022-05-07 12:57:32
124726,611671b6b7,Anand Rajasthani Raita Boondi 200g,35.75,12,1,102569,429,2022-05-07 12:57:32
124726,60bdea5601,"Eno Fruit Salt - Lemon, 30 g ( Pack of 6 )",46.44,12,1,102569,557.28,2022-05-07 12:57:32
146067,6039f87cae,Patanjali Dant Kanti Dental Cream 20g 12U + 1U Free,8.51,12,1,119468,102.12,2022-05-31 12:30:58
146067,61dc79daa4,Rbn Laung 50g,77.91,18,1,119468,1402.38,2022-05-31 12:30:58
146067,61dc7ad8a4,Rbn Sabudana 100g,19.25,36,1,119468,693,2022-05-31 12:30:58
146067,6163e868fa,Hersheys Chocolate Syrup 200g,79.92,6,1,119468,479.52,2022-05-31 12:30:58
146067,61dc7a54cb,Rbn Amchor Sabut 100g,34.1,15,1,119468,511.5,2022-05-31 12:30:58
146067,61dc7a9aa4,Rbn Kala Namak 100g,14.3,36,1,119468,514.8,2022-05-31 12:30:58
146067,611cf82538,Chukde Tandoori B.B.Q 100 g Buy 2 Get 1 Free,56,10,1,119468,560,2022-05-31 12:30:58
146067,61289d2add,Chukde Pav Bhaji Masala 100gm Buy 2 Get 1 Free,52,10,1,119468,520,2022-05-31 12:30:58
118777,61cab911fe,Surf Excel Easy Wash Detergent Powder 1kg,117.55,15,1,8788,1763.25,2022-05-04 11:19:25
118777,5fbe5cbb6f,Pantene Advanced Anti Hair Fall Solution Shampoo 180ml,97.89,18,1,8788,1762.02,2022-05-04 11:19:25
118777,603ce30bf5,Fogg Extreme Fragrance Body Spray 150ml,137.5,24,2,8788,6600,2022-05-04 11:19:25
118777,6030975915,Closeup Everfresh+ Anti-Germ Gel Toothpaste 150g,75.42,36,1,8788,2715.12,2022-05-04 11:19:25
118777,61bd3e0477,Everyuth Naturals Exfoliating Walnut Scrub 7g,11.24,260,2,8788,5844.8,2022-05-04 11:19:25
118777,61641ca8fe,Everyuth Golden Peeloff Mask 8 g,11.01,72,2,8788,1585.44,2022-05-04 11:19:25
118777,623acf6250,Everyuth Naturals Exfoliating Walnut Scrub 100g,97.2,18,1,8788,1749.6,2022-05-04 11:19:25
118777,5f81ad729e,Parachute Coconut Oil 100ml,36.4,48,1,8788,1747.2,2022-05-04 11:19:25
118777,603ce42aae,Fogg Absolute Fragrance Body Spray 150ml,137.5,24,1,8788,3300,2022-05-04 11:19:25
138156,61a0dbe1ec,Saffola Masala Oats Classic Masala 38g,12.5,60,2,29051,1500,2022-05-22 10:33:46
138156,608fb20fbb,Taj Mahal Tea 500g,277.54,6,1,29051,1665.24,2022-05-22 10:33:46
138156,60b08f2398,Tata Tea Premium India ki Chai 500g,198.7,10,1,29051,1987,2022-05-22 10:33:46
124371,619f2e47e1,Clinic Plus Strong & Long Sachet 960U X 6ml,714,1,6,28350,4284,2022-05-07 11:43:33
149602,6098bf48c7,Glucon D Instant Energy Drink Tangy Orange 450g Refill,128.31,12,1,113478,1539.72,2022-06-04 23:45:31
159263,60fea92e32,L'Oreal Paris Total Repair Shampoo 396ml,239.85,4,1,8083,959.4,2022-06-17 11:30:09
159263,60cc463127,Clinic Plus Strong & Long Health Shampoo 650ml,292.5,6,1,8083,1755,2022-06-17 11:30:09
159263,624fee069b,Pepsodent Advanced Anti-Germ Toothpaste 2U X 150g,103.54,36,1,8083,3727.44,2022-06-17 11:30:09
159263,61eaeec71b,Brooke Bond Red Label Natural Care Tea 1kg,460.2,6,1,8083,2761.2,2022-06-17 11:30:09
140338,61fcf3ddb7,Keo Karpin Hair Oil 50ml,17.5,30,1,32408,525,2022-05-24 22:41:51
140338,6138389633,Harpic Disinfectant Toilet Cleaner 200ml,34.5,48,1,32408,1656,2022-05-24 22:41:51
140338,625a682648,Glucon D Instant Energy Drink Tangy Orange Refill 200g,56,12,1,32408,672,2022-05-24 22:41:51
128182,619f2e47e1,Clinic Plus Strong & Long Sachet 960U X 6ml,714,1,4,63993,2856,2022-05-09 18:34:46
160602,6030975915,Closeup Everfresh + Germ Gel Red Hot Toothpaste 150g,75.42,36,1,33648,2715.12,2022-06-18 22:11:42
131823,5f84665b9e,Fem Fairness Naturals Saffron Skin Bleach 40g,43.1,8,1,102292,344.8,2022-05-14 12:00:24
131823,60ba00f95b,Johnson's Baby Oil 50ml,51.38,6,1,102292,308.28,2022-05-14 12:00:24
131823,60378351ae,Johnson's Baby Powder 50g,36.23,6,1,102292,217.38,2022-05-14 12:00:24
131823,60686eeef8,Dermi Cool Prickly Heat Powder 150g + Dettol Cool Menthol 125g Free,94.6,12,1,102292,1135.2,2022-05-14 12:00:24
131823,60dd2b0e45,Bajaj Almond Drops Hair Oil 95ml,63.08,10,1,102292,630.8,2022-05-14 12:00:24
158838,614d513264,Laser Ultra Razor Blades with Triple Coated Edges,180,3,1,125639,540,2022-06-16 20:31:07
158838,614d510acd,Laser Xtra X5 Cryo Platinum 5 Blades,106.25,10,1,125639,1062.5,2022-06-16 20:31:07
158838,614d509364,Laser Sports 3 Triple Blade Razor -5U,77,10,1,125639,770,2022-06-16 20:31:07
